document_id,title,document_type,domain,department,status,version,owner,path,risk_level,related_documents,keywords,review_date
EXM-AML-001,Sanctions Screening Exception Matrix,Exception Matrix,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/exception_matrices/EXM-AML-001_Sanctions_Screening_Exception_Matrix.md,Critical,POL-AML-001; SOP-AML-001; KOD-AML-001; FAQ-AML-001,AML; sanctions; screening; suspicious activity; transaction monitoring; sanctions screening exception matrix; EXM-AML-001; Exception,2027-07-01
EXM-AML-002,Transaction Monitoring Exception Matrix,Exception Matrix,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/exception_matrices/EXM-AML-002_Transaction_Monitoring_Exception_Matrix.md,Critical,POL-AML-002; SOP-AML-002; KOD-AML-002; FAQ-AML-002,AML; sanctions; screening; suspicious activity; transaction monitoring; transaction monitoring exception matrix; EXM-AML-002; Transaction; Monitoring; Exception,2027-07-01
EXM-AML-003,Suspicious Activity Escalation Exception Matrix,Exception Matrix,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/exception_matrices/EXM-AML-003_Suspicious_Activity_Escalation_Exception_Matrix.md,Critical,POL-AML-003; SOP-AML-003; KOD-AML-003; FAQ-AML-003,AML; sanctions; screening; suspicious activity; transaction monitoring; suspicious activity escalation exception matrix; EXM-AML-003; Suspicious; Activity; Escalation; Exception,2027-07-01
EXM-AML-004,High Risk Monitoring Exception Matrix,Exception Matrix,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/exception_matrices/EXM-AML-004_High_Risk_Monitoring_Exception_Matrix.md,Critical,POL-AML-004; SOP-AML-004; KOD-AML-004; FAQ-AML-004,AML; sanctions; screening; suspicious activity; transaction monitoring; high risk monitoring exception matrix; EXM-AML-004; High; Risk; Monitoring; Exception,2027-07-01
EXM-Corporate Banking-001,Business Current Account Exception Matrix,Exception Matrix,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/exception_matrices/EXM-Corporate_Banking-001_Business_Current_Account_Exception_Matrix.md,High,POL-Corporate Banking-001; SOP-Corporate Banking-001; KOD-Corporate Banking-001; FAQ-Corporate Banking-001,corporate banking; business current account; escrow account; cash management; business current account exception matrix; EXM-Corporate; Banking-001; Business; Current; Account; Exception,2027-07-01
EXM-Corporate Banking-002,Escrow Account Exception Matrix,Exception Matrix,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/exception_matrices/EXM-Corporate_Banking-002_Escrow_Account_Exception_Matrix.md,High,POL-Corporate Banking-002; SOP-Corporate Banking-002; KOD-Corporate Banking-002; FAQ-Corporate Banking-002,corporate banking; business current account; escrow account; cash management; escrow account exception matrix; EXM-Corporate; Banking-002; Escrow; Account; Exception,2027-07-01
EXM-Corporate Banking-003,Cash Management Exception Matrix,Exception Matrix,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/exception_matrices/EXM-Corporate_Banking-003_Cash_Management_Exception_Matrix.md,High,POL-Corporate Banking-003; SOP-Corporate Banking-003; KOD-Corporate Banking-003; FAQ-Corporate Banking-003,corporate banking; business current account; escrow account; cash management; cash management exception matrix; EXM-Corporate; Banking-003; Cash; Management; Exception,2027-07-01
EXM-Credit-001,Retail Loan Exception Matrix,Exception Matrix,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/exception_matrices/EXM-Credit-001_Retail_Loan_Exception_Matrix.md,High,POL-Credit-001; SOP-Credit-001; KOD-Credit-001; FAQ-Credit-001,credit; credit risk; loan assessment; working capital; overdraft; retail loan exception matrix; EXM-Credit-001; Retail; Loan; Exception,2027-07-01
EXM-Credit-002,Business Loan Exception Matrix,Exception Matrix,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/exception_matrices/EXM-Credit-002_Business_Loan_Exception_Matrix.md,High,POL-Credit-002; SOP-Credit-002; KOD-Credit-002; FAQ-Credit-002,credit; credit risk; loan assessment; working capital; overdraft; business loan exception matrix; EXM-Credit-002; Business; Loan; Exception,2027-07-01
EXM-Credit-003,Working Capital Exception Matrix,Exception Matrix,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/exception_matrices/EXM-Credit-003_Working_Capital_Exception_Matrix.md,High,POL-Credit-003; SOP-Credit-003; KOD-Credit-003; FAQ-Credit-003,credit; credit risk; loan assessment; working capital; overdraft; working capital exception matrix; EXM-Credit-003; Working; Capital; Exception,2027-07-01
EXM-Credit-004,Overdraft Exception Matrix,Exception Matrix,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/exception_matrices/EXM-Credit-004_Overdraft_Exception_Matrix.md,High,POL-Credit-004; SOP-Credit-004; KOD-Credit-004; FAQ-Credit-004,credit; credit risk; loan assessment; working capital; overdraft; overdraft exception matrix; EXM-Credit-004; Exception,2027-07-01
EXM-Customer Onboarding-001,Account Opening Exception Matrix,Exception Matrix,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/exception_matrices/EXM-Customer_Onboarding-001_Account_Opening_Exception_Matrix.md,High,POL-Customer Onboarding-001; SOP-Customer Onboarding-001; KOD-Customer Onboarding-001; FAQ-Customer Onboarding-001,customer onboarding; account opening; consent; data quality; approval routing; account opening exception matrix; EXM-Customer; Onboarding-001; Account; Opening; Exception,2027-07-01
EXM-Customer Onboarding-002,Consent Capture Exception Matrix,Exception Matrix,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/exception_matrices/EXM-Customer_Onboarding-002_Consent_Capture_Exception_Matrix.md,High,POL-Customer Onboarding-002; SOP-Customer Onboarding-002; KOD-Customer Onboarding-002; FAQ-Customer Onboarding-002,customer onboarding; account opening; consent; data quality; approval routing; consent capture exception matrix; EXM-Customer; Onboarding-002; Capture; Exception,2027-07-01
EXM-Customer Onboarding-003,Onboarding Data Exception Matrix,Exception Matrix,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/exception_matrices/EXM-Customer_Onboarding-003_Onboarding_Data_Exception_Matrix.md,High,POL-Customer Onboarding-003; SOP-Customer Onboarding-003; KOD-Customer Onboarding-003; FAQ-Customer Onboarding-003,customer onboarding; account opening; consent; data quality; approval routing; onboarding data exception matrix; EXM-Customer; Onboarding-003; Onboarding; Data; Exception,2027-07-01
EXM-Customer Onboarding-004,High Risk Onboarding Exception Matrix,Exception Matrix,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/exception_matrices/EXM-Customer_Onboarding-004_High_Risk_Onboarding_Exception_Matrix.md,Critical,POL-Customer Onboarding-004; SOP-Customer Onboarding-004; KOD-Customer Onboarding-004; FAQ-Customer Onboarding-004,customer onboarding; account opening; consent; data quality; approval routing; high risk onboarding exception matrix; EXM-Customer; Onboarding-004; High; Risk; Onboarding; Exception,2027-07-01
EXM-KYC-001,Identity Document Exception Matrix,Exception Matrix,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/exception_matrices/EXM-KYC-001_Identity_Document_Exception_Matrix.md,High,POL-KYC-001; SOP-KYC-001; KOD-KYC-001; FAQ-KYC-001,KYC; customer identification; due diligence; beneficial ownership; verification; identity document exception matrix; EXM-KYC-001; Identity; Exception,2027-07-01
EXM-KYC-002,Address Proof Exception Matrix,Exception Matrix,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/exception_matrices/EXM-KYC-002_Address_Proof_Exception_Matrix.md,High,POL-KYC-002; SOP-KYC-002; KOD-KYC-002; FAQ-KYC-002,KYC; customer identification; due diligence; beneficial ownership; verification; address proof exception matrix; EXM-KYC-002; Address; Proof; Exception,2027-07-01
EXM-KYC-003,Beneficial Ownership Exception Matrix,Exception Matrix,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/exception_matrices/EXM-KYC-003_Beneficial_Ownership_Exception_Matrix.md,High,POL-KYC-003; SOP-KYC-003; KOD-KYC-003; FAQ-KYC-003,KYC; customer identification; due diligence; beneficial ownership; verification; beneficial ownership exception matrix; EXM-KYC-003; Beneficial; Ownership; Exception,2027-07-01
EXM-KYC-004,Periodic Review Exception Matrix,Exception Matrix,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/exception_matrices/EXM-KYC-004_Periodic_Review_Exception_Matrix.md,High,POL-KYC-004; SOP-KYC-004; KOD-KYC-004; FAQ-KYC-004,KYC; customer identification; due diligence; beneficial ownership; verification; periodic review exception matrix; EXM-KYC-004; Periodic; Review; Exception,2027-07-01
EXM-Payments-001,Domestic Payment Exception Matrix,Exception Matrix,Payments,PAY - Payments,Approved,1.0,Department Head,documents/exception_matrices/EXM-Payments-001_Domestic_Payment_Exception_Matrix.md,High,POL-Payments-001; SOP-Payments-001; KOD-Payments-001; FAQ-Payments-001,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; domestic payment exception matrix; EXM-Payments-001; Domestic; Payment; Exception,2027-07-01
EXM-Payments-002,SWIFT Payment Exception Matrix,Exception Matrix,Payments,PAY - Payments,Approved,1.0,Department Head,documents/exception_matrices/EXM-Payments-002_SWIFT_Payment_Exception_Matrix.md,High,POL-Payments-002; SOP-Payments-002; KOD-Payments-002; FAQ-Payments-002,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; swift payment exception matrix; EXM-Payments-002; Payment; Exception,2027-07-01
EXM-Payments-003,ACH Payment Exception Matrix,Exception Matrix,Payments,PAY - Payments,Approved,1.0,Department Head,documents/exception_matrices/EXM-Payments-003_ACH_Payment_Exception_Matrix.md,High,POL-Payments-003; SOP-Payments-003; KOD-Payments-003; FAQ-Payments-003,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; ach payment exception matrix; EXM-Payments-003; Payment; Exception,2027-07-01
EXM-Payments-004,Payment Reversal Exception Matrix,Exception Matrix,Payments,PAY - Payments,Approved,1.0,Department Head,documents/exception_matrices/EXM-Payments-004_Payment_Reversal_Exception_Matrix.md,High,POL-Payments-004; SOP-Payments-004; KOD-Payments-004; FAQ-Payments-004,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; payment reversal exception matrix; EXM-Payments-004; Payment; Reversal; Exception,2027-07-01
EXM-Retail Banking-001,Retail Account Service Exception Matrix,Exception Matrix,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/exception_matrices/EXM-Retail_Banking-001_Retail_Account_Service_Exception_Matrix.md,High,POL-Retail Banking-001; SOP-Retail Banking-001; KOD-Retail Banking-001; FAQ-Retail Banking-001,retail banking; savings account; current account; salary account; deposit servicing; retail account service exception matrix; EXM-Retail; Banking-001; Retail; Account; Exception,2027-07-01
EXM-Retail Banking-002,Fixed Deposit Exception Matrix,Exception Matrix,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/exception_matrices/EXM-Retail_Banking-002_Fixed_Deposit_Exception_Matrix.md,High,POL-Retail Banking-002; SOP-Retail Banking-002; KOD-Retail Banking-002; FAQ-Retail Banking-002,retail banking; savings account; current account; salary account; deposit servicing; fixed deposit exception matrix; EXM-Retail; Banking-002; Fixed; Deposit; Exception,2027-07-01
EXM-Retail Banking-003,Recurring Deposit Exception Matrix,Exception Matrix,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/exception_matrices/EXM-Retail_Banking-003_Recurring_Deposit_Exception_Matrix.md,High,POL-Retail Banking-003; SOP-Retail Banking-003; KOD-Retail Banking-003; FAQ-Retail Banking-003,retail banking; savings account; current account; salary account; deposit servicing; recurring deposit exception matrix; EXM-Retail; Banking-003; Recurring; Deposit; Exception,2027-07-01
EXM-Trade Finance-001,Letter of Credit Exception Matrix,Exception Matrix,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/exception_matrices/EXM-Trade_Finance-001_Letter_of_Credit_Exception_Matrix.md,High,POL-Trade Finance-001; SOP-Trade Finance-001; KOD-Trade Finance-001; FAQ-Trade Finance-001,trade finance; letter of credit; bank guarantee; export finance; import finance; letter of credit exception matrix; EXM-Trade; Finance-001; Letter; Credit; Exception,2027-07-01
EXM-Trade Finance-002,Bank Guarantee Exception Matrix,Exception Matrix,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/exception_matrices/EXM-Trade_Finance-002_Bank_Guarantee_Exception_Matrix.md,High,POL-Trade Finance-002; SOP-Trade Finance-002; KOD-Trade Finance-002; FAQ-Trade Finance-002,trade finance; letter of credit; bank guarantee; export finance; import finance; bank guarantee exception matrix; EXM-Trade; Finance-002; Bank; Guarantee; Exception,2027-07-01
EXM-Trade Finance-003,Export Finance Exception Matrix,Exception Matrix,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/exception_matrices/EXM-Trade_Finance-003_Export_Finance_Exception_Matrix.md,High,POL-Trade Finance-003; SOP-Trade Finance-003; KOD-Trade Finance-003; FAQ-Trade Finance-003,trade finance; letter of credit; bank guarantee; export finance; import finance; export finance exception matrix; EXM-Trade; Finance-003; Export; Finance; Exception,2027-07-01
EXM-Trade Finance-004,Import Finance Exception Matrix,Exception Matrix,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/exception_matrices/EXM-Trade_Finance-004_Import_Finance_Exception_Matrix.md,High,POL-Trade Finance-004; SOP-Trade Finance-004; KOD-Trade Finance-004; FAQ-Trade Finance-004,trade finance; letter of credit; bank guarantee; export finance; import finance; import finance exception matrix; EXM-Trade; Finance-004; Import; Finance; Exception,2027-07-01
KOD-AML-001,AML Customer Screening Evidence KOD,Knowledge of Documents,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/kod/KOD-AML-001_AML_Customer_Screening_Evidence_KOD.md,High,POL-AML-001; SOP-AML-001; EXM-AML-001,AML; sanctions; screening; suspicious activity; transaction monitoring; aml customer screening evidence kod; KOD-AML-001; Customer; Evidence,2027-07-01
KOD-AML-002,Sanctions Match Documentation KOD,Knowledge of Documents,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/kod/KOD-AML-002_Sanctions_Match_Documentation_KOD.md,High,POL-AML-002; SOP-AML-002; EXM-AML-002,AML; sanctions; screening; suspicious activity; transaction monitoring; sanctions match documentation kod; KOD-AML-002; Match; Documentation,2027-07-01
KOD-AML-003,Suspicious Activity Case Documents KOD,Knowledge of Documents,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/kod/KOD-AML-003_Suspicious_Activity_Case_Documents_KOD.md,High,POL-AML-003; SOP-AML-003; EXM-AML-003,AML; sanctions; screening; suspicious activity; transaction monitoring; suspicious activity case documents kod; KOD-AML-003; Suspicious; Activity,2027-07-01
KOD-AML-004,Transaction Monitoring Evidence KOD,Knowledge of Documents,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/kod/KOD-AML-004_Transaction_Monitoring_Evidence_KOD.md,High,POL-AML-004; SOP-AML-004; EXM-AML-004,AML; sanctions; screening; suspicious activity; transaction monitoring; transaction monitoring evidence kod; KOD-AML-004; Transaction; Monitoring; Evidence,2027-07-01
KOD-Corporate Banking-001,Business Current Account Documents KOD,Knowledge of Documents,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/kod/KOD-Corporate_Banking-001_Business_Current_Account_Documents_KOD.md,Medium,POL-Corporate Banking-001; SOP-Corporate Banking-001; EXM-Corporate Banking-001,corporate banking; business current account; escrow account; cash management; business current account documents kod; KOD-Corporate; Banking-001; Business; Current; Account,2027-07-01
KOD-Corporate Banking-002,Escrow Account Documents KOD,Knowledge of Documents,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/kod/KOD-Corporate_Banking-002_Escrow_Account_Documents_KOD.md,Medium,POL-Corporate Banking-002; SOP-Corporate Banking-002; EXM-Corporate Banking-002,corporate banking; business current account; escrow account; cash management; escrow account documents kod; KOD-Corporate; Banking-002; Escrow; Account,2027-07-01
KOD-Corporate Banking-003,Cash Management Documents KOD,Knowledge of Documents,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/kod/KOD-Corporate_Banking-003_Cash_Management_Documents_KOD.md,Medium,POL-Corporate Banking-003; SOP-Corporate Banking-003; EXM-Corporate Banking-003,corporate banking; business current account; escrow account; cash management; cash management documents kod; KOD-Corporate; Banking-003; Cash; Management,2027-07-01
KOD-Credit-001,Retail Loan Document KOD,Knowledge of Documents,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/kod/KOD-Credit-001_Retail_Loan_Document_KOD.md,High,POL-Credit-001; SOP-Credit-001; EXM-Credit-001,credit; credit risk; loan assessment; working capital; overdraft; retail loan document kod; KOD-Credit-001; Retail; Loan,2027-07-01
KOD-Credit-002,Business Loan Document KOD,Knowledge of Documents,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/kod/KOD-Credit-002_Business_Loan_Document_KOD.md,High,POL-Credit-002; SOP-Credit-002; EXM-Credit-002,credit; credit risk; loan assessment; working capital; overdraft; business loan document kod; KOD-Credit-002; Business; Loan,2027-07-01
KOD-Credit-003,Working Capital Document KOD,Knowledge of Documents,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/kod/KOD-Credit-003_Working_Capital_Document_KOD.md,High,POL-Credit-003; SOP-Credit-003; EXM-Credit-003,credit; credit risk; loan assessment; working capital; overdraft; working capital document kod; KOD-Credit-003; Working; Capital,2027-07-01
KOD-Credit-004,Overdraft Document KOD,Knowledge of Documents,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/kod/KOD-Credit-004_Overdraft_Document_KOD.md,High,POL-Credit-004; SOP-Credit-004; EXM-Credit-004,credit; credit risk; loan assessment; working capital; overdraft; overdraft document kod; KOD-Credit-004,2027-07-01
KOD-Customer Onboarding-001,Account Opening Form KOD,Knowledge of Documents,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/kod/KOD-Customer_Onboarding-001_Account_Opening_Form_KOD.md,Medium,POL-Customer Onboarding-001; SOP-Customer Onboarding-001; EXM-Customer Onboarding-001,customer onboarding; account opening; consent; data quality; approval routing; account opening form kod; KOD-Customer; Onboarding-001; Account; Opening; Form,2027-07-01
KOD-Customer Onboarding-002,Customer Consent Document KOD,Knowledge of Documents,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/kod/KOD-Customer_Onboarding-002_Customer_Consent_Document_KOD.md,Medium,POL-Customer Onboarding-002; SOP-Customer Onboarding-002; EXM-Customer Onboarding-002,customer onboarding; account opening; consent; data quality; approval routing; customer consent document kod; KOD-Customer; Onboarding-002; Customer,2027-07-01
KOD-Customer Onboarding-003,Onboarding Supporting Document KOD,Knowledge of Documents,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/kod/KOD-Customer_Onboarding-003_Onboarding_Supporting_Document_KOD.md,Medium,POL-Customer Onboarding-003; SOP-Customer Onboarding-003; EXM-Customer Onboarding-003,customer onboarding; account opening; consent; data quality; approval routing; onboarding supporting document kod; KOD-Customer; Onboarding-003; Onboarding; Supporting,2027-07-01
KOD-Customer Onboarding-004,High Risk Onboarding Evidence KOD,Knowledge of Documents,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/kod/KOD-Customer_Onboarding-004_High_Risk_Onboarding_Evidence_KOD.md,Medium,POL-Customer Onboarding-004; SOP-Customer Onboarding-004; EXM-Customer Onboarding-004,customer onboarding; account opening; consent; data quality; approval routing; high risk onboarding evidence kod; KOD-Customer; Onboarding-004; High; Risk; Onboarding; Evidence,2027-07-01
KOD-KYC-001,Individual Identity and Address Documents KOD,Knowledge of Documents,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/kod/KOD-KYC-001_Individual_Identity_and_Address_Documents_KOD.md,Medium,POL-KYC-001; SOP-KYC-001; EXM-KYC-001,KYC; customer identification; due diligence; beneficial ownership; verification; individual identity and address documents kod; KOD-KYC-001; Individual; Identity; Address,2027-07-01
KOD-KYC-002,Non-Individual Constitution Documents KOD,Knowledge of Documents,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/kod/KOD-KYC-002_Non-Individual_Constitution_Documents_KOD.md,Medium,POL-KYC-002; SOP-KYC-002; EXM-KYC-002,KYC; customer identification; due diligence; beneficial ownership; verification; non-individual constitution documents kod; KOD-KYC-002; Non-Individual; Constitution,2027-07-01
KOD-KYC-003,Beneficial Ownership Documents KOD,Knowledge of Documents,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/kod/KOD-KYC-003_Beneficial_Ownership_Documents_KOD.md,High,POL-KYC-003; SOP-KYC-003; EXM-KYC-003,KYC; customer identification; due diligence; beneficial ownership; verification; beneficial ownership documents kod; KOD-KYC-003; Beneficial; Ownership,2027-07-01
KOD-KYC-004,KYC Review Supporting Documents KOD,Knowledge of Documents,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/kod/KOD-KYC-004_KYC_Review_Supporting_Documents_KOD.md,Medium,POL-KYC-004; SOP-KYC-004; EXM-KYC-004,KYC; customer identification; due diligence; beneficial ownership; verification; kyc review supporting documents kod; KOD-KYC-004; Review; Supporting,2027-07-01
KOD-Payments-001,Domestic Payment Instruction KOD,Knowledge of Documents,Payments,PAY - Payments,Approved,1.0,Department Head,documents/kod/KOD-Payments-001_Domestic_Payment_Instruction_KOD.md,Medium,POL-Payments-001; SOP-Payments-001; EXM-Payments-001,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; domestic payment instruction kod; KOD-Payments-001; Domestic; Payment; Instruction,2027-07-01
KOD-Payments-002,SWIFT Payment Instruction KOD,Knowledge of Documents,Payments,PAY - Payments,Approved,1.0,Department Head,documents/kod/KOD-Payments-002_SWIFT_Payment_Instruction_KOD.md,Medium,POL-Payments-002; SOP-Payments-002; EXM-Payments-002,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; swift payment instruction kod; KOD-Payments-002; Payment; Instruction,2027-07-01
KOD-Payments-003,ACH Mandate Documentation KOD,Knowledge of Documents,Payments,PAY - Payments,Approved,1.0,Department Head,documents/kod/KOD-Payments-003_ACH_Mandate_Documentation_KOD.md,Medium,POL-Payments-003; SOP-Payments-003; EXM-Payments-003,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; ach mandate documentation kod; KOD-Payments-003; Mandate; Documentation,2027-07-01
KOD-Payments-004,Payment Exception Evidence KOD,Knowledge of Documents,Payments,PAY - Payments,Approved,1.0,Department Head,documents/kod/KOD-Payments-004_Payment_Exception_Evidence_KOD.md,Medium,POL-Payments-004; SOP-Payments-004; EXM-Payments-004,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; payment exception evidence kod; KOD-Payments-004; Payment; Exception; Evidence,2027-07-01
KOD-Retail Banking-001,Retail Account Service Documents KOD,Knowledge of Documents,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/kod/KOD-Retail_Banking-001_Retail_Account_Service_Documents_KOD.md,Medium,POL-Retail Banking-001; SOP-Retail Banking-001; EXM-Retail Banking-001,retail banking; savings account; current account; salary account; deposit servicing; retail account service documents kod; KOD-Retail; Banking-001; Retail; Account,2027-07-01
KOD-Retail Banking-002,Fixed Deposit Documents KOD,Knowledge of Documents,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/kod/KOD-Retail_Banking-002_Fixed_Deposit_Documents_KOD.md,Medium,POL-Retail Banking-002; SOP-Retail Banking-002; EXM-Retail Banking-002,retail banking; savings account; current account; salary account; deposit servicing; fixed deposit documents kod; KOD-Retail; Banking-002; Fixed; Deposit,2027-07-01
KOD-Retail Banking-003,Recurring Deposit Documents KOD,Knowledge of Documents,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/kod/KOD-Retail_Banking-003_Recurring_Deposit_Documents_KOD.md,Medium,POL-Retail Banking-003; SOP-Retail Banking-003; EXM-Retail Banking-003,retail banking; savings account; current account; salary account; deposit servicing; recurring deposit documents kod; KOD-Retail; Banking-003; Recurring; Deposit,2027-07-01
KOD-Trade Finance-001,Letter of Credit Document KOD,Knowledge of Documents,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/kod/KOD-Trade_Finance-001_Letter_of_Credit_Document_KOD.md,High,POL-Trade Finance-001; SOP-Trade Finance-001; EXM-Trade Finance-001,trade finance; letter of credit; bank guarantee; export finance; import finance; letter of credit document kod; KOD-Trade; Finance-001; Letter; Credit,2027-07-01
KOD-Trade Finance-002,Bank Guarantee Document KOD,Knowledge of Documents,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/kod/KOD-Trade_Finance-002_Bank_Guarantee_Document_KOD.md,High,POL-Trade Finance-002; SOP-Trade Finance-002; EXM-Trade Finance-002,trade finance; letter of credit; bank guarantee; export finance; import finance; bank guarantee document kod; KOD-Trade; Finance-002; Bank; Guarantee,2027-07-01
KOD-Trade Finance-003,Export Finance Document KOD,Knowledge of Documents,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/kod/KOD-Trade_Finance-003_Export_Finance_Document_KOD.md,High,POL-Trade Finance-003; SOP-Trade Finance-003; EXM-Trade Finance-003,trade finance; letter of credit; bank guarantee; export finance; import finance; export finance document kod; KOD-Trade; Finance-003; Export; Finance,2027-07-01
KOD-Trade Finance-004,Import Finance and Documentary Collection KOD,Knowledge of Documents,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/kod/KOD-Trade_Finance-004_Import_Finance_and_Documentary_Collection_KOD.md,High,POL-Trade Finance-004; SOP-Trade Finance-004; EXM-Trade Finance-004,trade finance; letter of credit; bank guarantee; export finance; import finance; import finance and documentary collection kod; KOD-Trade; Finance-004; Import; Finance; Documentary; Collection,2027-07-01
POL-AML-001,AML Customer Screening Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-001_AML_Customer_Screening_Policy.md,Critical,SOP-AML-001; SOP-AML-002; SOP-AML-003; KOD-AML-001; KOD-AML-002; KOD-AML-003; EXM-AML-001; EXM-AML-002; EXM-AML-003,AML; sanctions; screening; suspicious activity; transaction monitoring; aml customer screening policy; POL-AML-001; Customer,2027-07-01
POL-AML-002,Sanctions Screening Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-002_Sanctions_Screening_Policy.md,Critical,SOP-AML-002; SOP-AML-003; SOP-AML-004; KOD-AML-002; KOD-AML-003; KOD-AML-004; EXM-AML-002; EXM-AML-003; EXM-AML-004,AML; sanctions; screening; suspicious activity; transaction monitoring; sanctions screening policy; POL-AML-002,2027-07-01
POL-AML-003,Suspicious Activity Review Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-003_Suspicious_Activity_Review_Policy.md,Critical,SOP-AML-003; SOP-AML-004; SOP-AML-005; KOD-AML-003; KOD-AML-004; KOD-AML-001; EXM-AML-003; EXM-AML-004; EXM-AML-001,AML; sanctions; screening; suspicious activity; transaction monitoring; suspicious activity review policy; POL-AML-003; Suspicious; Activity; Review,2027-07-01
POL-AML-004,Transaction Monitoring Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-004_Transaction_Monitoring_Policy.md,Critical,SOP-AML-004; SOP-AML-005; SOP-AML-006; KOD-AML-004; KOD-AML-001; KOD-AML-002; EXM-AML-004; EXM-AML-001; EXM-AML-002,AML; sanctions; screening; suspicious activity; transaction monitoring; transaction monitoring policy; POL-AML-004; Transaction; Monitoring,2027-07-01
POL-AML-005,AML Investigation Governance Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-005_AML_Investigation_Governance_Policy.md,Critical,SOP-AML-005; SOP-AML-006; SOP-AML-007; KOD-AML-001; KOD-AML-002; KOD-AML-003; EXM-AML-001; EXM-AML-002; EXM-AML-003,AML; sanctions; screening; suspicious activity; transaction monitoring; aml investigation governance policy; POL-AML-005; Investigation; Governance,2027-07-01
